gene,A7-A0D9-11A,A7-A0DB-11A,A7-A13G-11A,A7-A0D9-01A,A7-A0DB-01A,A7-A13G-01A
VPS26B|112936,6735,6268,4633,9020,9468,7997
VPS28|51160,4849,5541,2833,27011,9941,7033
VPS29|51699,6876,6020,5175,7165,6679,5192
VPS33A|65082,2820,2373,2082,5336,4106,3155
VPS33B|26276,1341,1191,806,2903,1680,1618
VPS35|55737,14028,12374,10990,27370,12130,9004
VPS36|51028,5507,4977,5039,10849,4277,5757
VPS37A|137492,3539,2843,2774,3442,3070,4352
VPS37B|79720,2631,2217,1710,2443,3937,3875
VPS37C|55048,2206,1974,993,4824,5213,6761
VPS37D|155382,87,67,64,509,589,689
VPS39|23339,12866,9805,8681,6769,9854,9432
VPS41|27072,7159,5432,5966,12789,8176,8690
VPS45|11311,4824,3996,3491,3982,8099,10532
VPS4A|27183,11908,8981,5344,9774,6306,4991
VPS4B|9525,7208,6761,5711,11063,8695,10937
VPS52|6293,5890,4618,4044,8962,8411,9703
VPS53|55275,5643,4939,3631,9168,6503,5805
VPS54|51542,3650,3527,4361,5861,4167,5045
VPS72|6944,3020,2805,1785,3813,6156,5066
VPS8|23355,4294,3814,3236,6674,6107,5401
VRK1|7443,842,762,669,1449,1595,1155
VRK2|7444,2199,1903,1679,3199,2169,3175
VRK3|51231,2473,2216,1637,3723,5363,4406
VSIG10L|147645,291,290,128,228,148,38
VSIG10|54621,3429,3242,3871,3998,1412,3214
VSIG1|340547,328,208,252,558,361,463
VSIG2|23584,42,30,35,509,393,14
VSIG4|11326,6218,29177,3509,979,7529,373
VSIG8|391123,13,3,4,8,56,130
VSNL1|7447,69,46,13,221,292,159
VSTM1|284415,6,0,0,0,3,2
VSTM2A|222008,0,0,0,6,2,12
VSTM2B|342865,0,0,0,0,0,0
VSTM2L|128434,28,67,3,476,1251,10
VSX1|30813,2,8,0,7,6,2
VSX2|338917,6,0,4,2,7,1
VTA1|51534,3548,3415,2995,6860,6095,5398
VTCN1|79679,422,30,34,1535,62334,52722
VTI1A|143187,2716,2356,1909,2131,2856,2897
VTI1B|10490,15352,9822,8881,5722,9721,5247
VTN|7448,28,90,9,42,65,40
VTRNA1-1|56664,5,2,0,0,0,0
VTRNA1-2|56663,0,0,0,0,0,0
VTRNA1-3|56662,5,0,0,0,0,0
VWA1|64856,3352,3558,850,4156,9638,6610
VWA2|340706,135,185,60,212,6098,7501
VWA3A|146177,32,12,38,41,40,236
VWA3B|200403,5,6,14,14,102,9
VWA5A|4013,4787,5244,3038,2226,4055,6216
VWA5B1|127731,117,166,141,216,122,179
VWA5B2|90113,0,5,1,428,8,4
VWC2L|402117,0,0,1,0,0,0
VWC2|375567,10,21,5,0,3,0
VWCE|220001,134,261,133,46,100,31
VWDE|221806,24,10,4,129,36,11
VWF|7450,114976,104451,115269,17292,27175,11399
WAC|51322,17372,14327,13502,18575,14767,19930
WAPAL|23063,5883,5557,5309,16153,9721,11465
WARS2|10352,1416,1495,1600,1604,1936,2604
WARS|7453,12656,14084,12861,10538,14746,8372
WASF1|8936,543,1473,1250,884,685,179
WASF2|10163,37442,32520,25742,26508,23971,21974
WASF3|10810,11897,3828,6662,2291,1075,708
WASH2P|375260,967,963,575,2151,1480,1603
WASH3P|374666,1330,1519,678,2660,1988,2147
WASH5P|375690,1142,1409,766,2104,1925,2018
WASH7P|653635,2579,2991,2027,6675,3932,4812
WASL|8976,6119,5671,6313,14662,11852,5656
WAS|7454,878,1639,278,270,1088,265
WBP11P1|441818,50,20,34,60,62,58
WBP11|51729,9101,6652,6405,13465,11233,13197
WBP1|23559,4488,3506,3128,5990,9370,7826
WBP2NL|164684,37,76,84,256,64,90
WBP2|23558,12658,12527,14060,5933,10612,11976
WBP4|11193,3450,1967,1907,2609,1728,1742
WBP5|51186,3501,4069,2150,1673,5524,2612
WBSCR16|81554,5308,4266,3120,6933,6653,1844
WBSCR17|64409,271,846,316,124,2449,2480
WBSCR22|114049,3751,3466,1889,11090,9500,13612
WBSCR26|171022,38,61,11,161,193,203
WBSCR27|155368,161,98,49,822,132,388
WBSCR28|135886,0,2,0,7,8,32
WDFY1|57590,5176,6041,4603,10893,7225,6336
WDFY2|115825,1147,1625,1400,532,1145,1356
WDFY3|23001,8309,10012,8546,12819,6525,10785
WDFY4|57705,919,2391,235,396,1380,369
WDHD1|11169,470,523,307,1248,1946,879
WDR11|55717,6019,6278,6355,5414,6074,7180
WDR12|55759,1334,1291,1129,2554,1805,2093
WDR13|64743,6205,5841,3655,3697,6257,4502
WDR16|146845,8,6,7,20,126,24
WDR17|116966,285,316,453,460,285,331
WDR18|57418,1375,1272,836,2797,4065,2072
WDR19|57728,3156,2963,3828,3825,2671,4189
WDR1|9948,17303,24885,9668,30815,33099,26329
WDR20|91833,2851,2201,2159,4063,3773,3306
WDR24|84219,963,992,533,1949,3354,2383
WDR25|79446,720,544,452,1674,2044,1258
WDR26|80232,14529,13424,12294,17597,27010,27182
WDR27|253769,450,480,719,1099,581,851
WDR31|114987,407,243,456,374,561,1285
WDR33|55339,6843,5331,3920,6611,6978,8197
WDR34|89891,994,1517,433,5359,7966,4477
WDR35|57539,1986,1482,2073,4096,2664,3450
WDR36|134430,3179,3919,3894,5435,5748,3423
WDR37|22884,2692,2500,1867,3520,3347,4418
WDR38|401551,9,3,0,12,137,7
WDR3|10885,3863,2992,3236,6078,5080,4498
WDR41|55255,4005,3491,2524,4172,6466,2428
WDR43|23160,3326,2776,3139,6562,4000,3783
WDR44|54521,2399,2228,1866,2769,2109,2562
WDR45L|56270,7680,5708,4149,5841,8427,10620
WDR45|11152,4902,4997,3098,3840,4301,3656
WDR46|9277,2537,3004,1027,3677,5414,3628
WDR47|22911,2174,1865,1957,2462,2016,2252
WDR48|57599,5833,4900,4943,6059,7536,5193
WDR49|151790,21,42,6,8,70,8
WDR4|10785,354,513,240,767,809,483
WDR52|55779,520,528,684,2805,1868,3778
WDR53|348793,694,580,410,975,1017,912
WDR54|84058,245,433,181,1133,1388,981
WDR55|54853,2080,2232,1346,3551,3743,2544
WDR59|79726,2539,2074,2217,4553,1942,1868
WDR5B|54554,1000,1238,1003,2004,2429,2160
WDR5|11091,3152,3013,1905,3157,4880,3359
WDR60|55112,2596,2169,1520,4229,3042,2264
WDR61|80349,4670,3214,2742,42981,6066,4983
WDR62|284403,230,368,181,750,908,674
WDR63|126820,29,47,17,18,272,87
WDR64|128025,6,5,4,7,9,5
WDR65|149465,8,10,16,46,243,572
WDR66|144406,163,175,195,1107,99,383
WDR67|93594,595,465,470,1666,673,1110
WDR69|164781,42,67,42,100,51,111
WDR6|11180,5391,4649,3930,14830,19026,16738
WDR70|55100,2458,2226,1734,3619,4093,2554
WDR72|256764,51,45,7,307,157,55
WDR73|84942,931,873,940,2972,1993,2540
WDR74|54663,1426,1509,721,2194,2965,1593
WDR75|84128,2854,2910,2631,5462,5316,4199
WDR76|79968,420,613,460,474,966,1274
WDR77|79084,2254,2928,2282,3530,3263,2466
WDR78|79819,284,337,220,943,1062,1609
WDR7|23335,3909,3227,2957,4174,4371,3739
WDR81|124997,4182,4703,1887,4457,4574,2496
WDR82|80335,14121,15169,14929,13992,20782,13175
WDR83|84292,684,659,277,737,1821,966
WDR85|92715,809,827,539,1291,1632,970
WDR86|349136,108,448,496,90,242,29
WDR87|83889,0,0,4,30,10,4
WDR88|126248,10,5,46,69,39,71
WDR89|112840,885,843,803,2625,2453,1854
WDR8|49856,1075,1276,758,2258,1645,1560
WDR90|197335,550,736,471,2688,4798,3849
WDR91|29062,1776,2107,1164,3278,2203,955
WDR92|116143,1417,1177,994,1769,1593,1504
WDR93|56964,116,128,135,257,366,889
WDSUB1|151525,727,679,1261,1709,889,1856
WDTC1|23038,8416,8428,6538,11729,10408,10052
WDYHV1|55093,572,554,566,1798,1145,1354
WEE1|7465,1554,1505,1532,8508,5347,7677
WEE2|494551,15,4,12,15,20,7
WFDC10A|140832,0,0,0,0,0,2
WFDC10B|280664,0,7,0,0,2,2
WFDC11|259239,0,0,0,0,0,1
WFDC12|128488,1,1,2,8,6,3
WFDC13|164237,0,4,0,4,1,1
WFDC1|58189,87,71,101,441,95,58
WFDC2|10406,157,75,32,425,671,48830
WFDC3|140686,34,7,11,55,9,81
WFDC5|149708,4,0,0,4,0,8
WFDC6|140870,0,0,0,0,52,45
WFDC8|90199,46,34,34,81,50,65
WFDC9|259240,0,0,0,0,0,0
WFIKKN1|117166,16,9,20,124,127,136
WFIKKN2|124857,33,36,17,4,20,0
WFS1|7466,11142,6742,6744,16894,12389,9509
WHAMML1|339005,1247,1380,1644,441,420,435
WHAMML2|440253,1219,1014,1651,451,448,508
WHAMM|123720,1502,1288,1791,2243,1527,1935
WHSC1L1|54904,7206,6119,7285,169830,5707,11639
WHSC1|7468,5473,5425,4006,6916,6481,9166
WHSC2|7469,1511,1391,731,4723,2884,1911
WIBG|84305,1676,1919,869,2751,3616,3544
WIF1|11197,51,4,4,6,266,2
WIPF1|7456,8088,10521,4855,5768,5747,1956
WIPF2|147179,5463,5461,3829,5218,7024,8441
WIPF3|644150,41,40,64,41,77,202
WIPI1|55062,4275,3806,2721,2759,6224,4178
WIPI2|26100,8920,7685,5323,11929,9577,3023
WISP1|8840,127,156,65,1353,1528,1581
WISP2|8839,16267,11739,4498,1086,9309,341
WISP3|8838,13,8,8,3,43,11
WIT1|51352,0,0,0,19,31,0
WIZ|58525,5231,4507,2925,8477,6812,3842
WLS|79971,7300,8324,7050,2162,7733,1399
WNK1|65125,52524,34528,33873,43058,24316,38498
WNK2|65268,128,65,52,311,2257,3514
WNK3|65267,92,124,120,254,94,169
WNK4|65266,145,100,136,1168,2550,1001
WNT10A|80326,34,6,2,31,48,18
WNT10B|7480,258,1578,114,17,15,13
WNT11|7481,3299,3655,2138,101,341,457
WNT16|51384,0,0,0,1,12,3
WNT1|7471,16,158,4,6,10,0
WNT2B|7482,156,409,76,51,88,155
WNT2|7472,561,2328,303,423,609,635
WNT3A|89780,2,4,0,40,0,13
WNT3|7473,19,35,30,760,27,455
WNT4|54361,154,241,47,2094,670,247
WNT5A|7474,616,856,832,1694,4375,4479
WNT5B|81029,496,407,144,139,560,120
WNT6|7475,10,12,4,4,19,8
WNT7A|7476,2,0,0,0,1,0
WNT7B|7477,225,197,138,12677,3246,999
WNT8A|7478,0,0,0,9,0,0
WNT8B|7479,11,0,3,12,2,2
WNT9A|7483,116,127,20,183,112,59
WNT9B|7484,127,184,135,212,167,199
WRAP53|55135,489,639,268,575,1392,1034
WRB|7485,1852,2312,1822,2530,4366,3783
WRNIP1|56897,2489,2562,1638,7897,4350,6252
WRN|7486,2212,1577,1638,2025,1735,2161
WSB1|26118,6878,8231,8969,10149,4660,4505
WSB2|55884,9539,8132,6027,7378,9287,13977
WSCD1|23302,736,702,620,263,270,44
WSCD2|9671,357,621,189,54,44,14
WT1|7490,1,2,0,89,60,6
WTAP|9589,7001,6770,6047,8751,9052,8099
WTIP|126374,2271,1616,669,1115,1194,388
WWC1|23286,637,290,170,14991,8938,5244
WWC2|80014,5174,3986,3604,6183,4324,4907
WWC3|55841,3606,4938,3291,7164,6556,7732
WWOX|51741,2184,1173,1014,2247,4814,692
WWP1|11059,10075,10654,10553,82605,16331,31497
WWP2|11060,5458,4510,2977,6570,5154,4125
WWTR1|25937,3237,3073,2676,1427,2581,1547
XAB2|56949,3409,3312,1763,6267,8370,4606
XAF1|54739,3497,3480,7683,1571,1928,1599
XAGE1D|9503,0,2,0,0,3,1
XAGE2|9502,5,0,0,0,0,0
XAGE3|170626,31,12,57,2,7,0
XAGE5|170627,0,0,0,0,0,0
XBP1|7494,10439,9658,8227,342373,226273,538307
XCL1|6375,35,35,13,13,16,14
XCL2|6846,59,16,4,12,11,12
XCR1|2829,10,56,7,4,9,0
XDH|7498,116,21,27,47,63,861
XGPY2|100132596,1,1,0,0,1,0
XG|7499,4602,2184,2044,414,477,168
XIAP|331,6198,6172,6488,10501,8779,13580
XIRP1|165904,12,5,1,73,7,3
XIRP2|129446,0,0,1,5,3,0
XIST|7503,21548,22007,41722,56030,21612,44151
XKR3|150165,0,8,0,1,8,0
XKR4|114786,35,8,8,2,0,4
XKR5|389610,83,77,87,158,118,138
XKR6|286046,23,17,29,31,34,62
XKR7|343702,0,1,0,0,3,1
XKR8|55113,738,922,356,1133,1057,959
XKR9|389668,528,457,742,731,612,1007
XKRX|402415,28,29,6,118,32,37
XKRY2|353515,0,0,0,0,0,0
XKRY|9082,0,0,0,0,0,0
XK|7504,16,34,43,330,37,10
XPA|7507,1951,1418,1318,1152,1355,1883
XPC|7508,5154,4851,3149,4872,7073,4874
XPNPEP1|7511,3368,4625,2683,5069,4929,5698
XPNPEP2|7512,2185,6428,808,43,378,12
XPNPEP3|63929,1522,1292,1684,1707,1191,2283
XPO1|7514,12358,14555,16539,25952,19693,19525
XPO4|64328,3233,2795,3085,4888,3920,3913
XPO5|57510,2844,3281,2194,11379,5108,4545
XPO6|23214,6672,7279,4305,8712,12717,11942
XPO7|23039,10522,8155,7773,8230,9180,10104
XPOT|11260,11290,8611,9074,11150,9090,10226
XPR1|9213,3610,3550,2590,7103,8682,5115
XRCC1|7515,2688,2565,1315,3390,6917,3524
XRCC2|7516,219,287,196,757,653,445
XRCC3|7517,747,723,395,1379,1543,1188
XRCC4|7518,622,659,371,567,1150,684
XRCC5|7520,23484,22336,16172,37527,40727,42061
XRCC6BP1|91419,1073,593,1205,342,476,540
XRCC6|2547,28771,25680,18360,36990,23521,32764
XRN1|54464,4834,4666,5285,6408,4551,4791
XRN2|22803,8279,8787,7516,16783,14808,13388
XRRA1|143570,1457,3196,2209,2669,4766,5074
XYLB|9942,335,282,336,1545,1021,969
XYLT1|64131,9045,6153,2339,5076,1587,1155
XYLT2|64132,1900,1962,799,2101,4771,2895
YAF2|10138,1005,1043,1108,1108,1110,1187
YAP1|10413,29017,19283,18153,8396,19129,17865
YARS2|51067,1074,1118,863,2196,1836,1202
YARS|8565,6032,5223,3152,9650,6911,7092
YBX1|4904,69378,58228,30348,32178,34426,14331
YBX2|51087,969,609,1206,190,421,257
YDJC|150223,157,268,71,1559,932,907
YEATS2|55689,3114,3904,2454,4644,4113,2756
YEATS4|8089,497,674,543,1989,1666,1803
YES1|7525,7202,6651,7208,8178,8348,10896
YIF1A|10897,3087,3359,1293,4296,9111,3189
YIF1B|90522,1413,2008,714,2991,5336,2390
YIPF1|54432,2529,2410,1631,5189,7047,8061
YIPF2|78992,2725,2308,1035,5069,12434,4499
YIPF3|25844,9656,9083,5203,12580,16309,11307
YIPF4|84272,2757,3730,3625,3159,4412,3334
YIPF5|81555,5638,5881,4257,5912,10564,6568
YIPF6|286451,1988,1446,1769,2558,2267,3015
YIPF7|285525,0,0,2,2,9,0
YJEFN3|374887,58,63,62,78,54,167
YKT6|10652,9208,7798,3261,15118,16673,15688
YLPM1|56252,9161,7594,6747,10863,11472,8461
YME1L1|10730,15176,14492,12025,22314,22433,20612
YOD1|55432,914,1005,990,730,2945,3198
YPEL1|29799,1109,920,1204,1881,850,1333
YPEL2|388403,10790,5611,4879,4532,4310,5798
YPEL3|83719,5120,4233,2562,9730,3672,2424
YPEL4|219539,231,144,54,28,161,17
YPEL5|51646,12647,11121,18969,10573,10189,10605
YRDC|79693,1032,791,694,2405,1016,1608
YSK4|80122,4,6,4,4,81,4
YTHDC1|91746,6903,5532,5557,10135,9022,11001
YTHDC2|64848,2825,2756,2838,5707,6107,7569
YTHDF1|54915,3292,3606,2671,20258,9662,6720
YTHDF2|51441,6401,6225,5455,12558,14315,14314
YTHDF3|253943,8280,7888,8234,15694,11754,10136
YWHAB|7529,35112,30152,26423,38618,54714,36847
YWHAE|7531,49832,42907,34615,95696,72488,60228
YWHAG|7532,76054,40814,58192,29078,31555,11168
YWHAH|7533,10623,13773,5369,12216,12847,19687
YWHAQ|10971,23116,28326,18378,32925,36520,23359
YWHAZ|7534,62331,55921,69294,202747,72405,65737
YY1AP1|55249,6658,5539,4945,9230,16994,17832
YY1|7528,5127,5668,4849,8884,10430,6809
YY2|404281,177,201,176,250,245,334
ZACN|353174,268,193,85,155,270,166
ZADH2|284273,5172,4213,4211,5433,5641,7708
ZAK|51776,34146,22357,26377,10680,8890,13155
ZAN|7455,0,2,0,28,35,51
ZAP70|7535,190,151,49,122,80,58
ZAR1L|646799,0,0,2,1,0,2
ZAR1|326340,1,0,0,0,0,0
ZBBX|79740,0,8,4,0,89,2
ZBED1|9189,7465,6193,4365,5788,7722,6456
ZBED2|79413,59,22,41,8,12,2
ZBED3|84327,1018,454,338,160,521,258
ZBED4|9889,1200,1311,1026,4300,2222,6569
ZBED5|58486,2541,2955,3048,5707,3915,4853
ZBP1|81030,129,66,86,120,90,77
ZBTB10|65986,2050,1897,2552,4783,800,1982
ZBTB11|27107,2101,2494,2238,4603,4763,3926
ZBTB12|221527,158,278,74,628,993,547
ZBTB16|7704,7654,2370,3730,233,348,260
ZBTB17|7709,1264,1444,465,2661,2464,1842
ZBTB1|22890,4273,4522,3853,5426,6268,7031
ZBTB20|26137,442,237,295,160,188,199
ZBTB22|9278,2036,1876,738,2929,2775,2511
ZBTB24|9841,1138,978,1040,3141,2886,3077
ZBTB25|7597,633,568,534,605,854,724
ZBTB26|57684,345,364,379,361,587,536
ZBTB2|57621,1658,1793,1557,3097,3066,2646
ZBTB32|27033,12,6,2,5,28,2
ZBTB33|10009,2402,3223,2819,3724,5459,6311
ZBTB34|403341,2221,2148,1613,1117,1880,1576
ZBTB37|84614,366,211,369,209,363,628
ZBTB38|253461,11868,9432,8410,6818,10850,11152
ZBTB39|9880,890,868,899,1474,610,699
ZBTB3|79842,350,414,322,1049,879,926
ZBTB40|9923,3767,3383,2161,5987,4198,5085
ZBTB41|360023,2349,2616,2648,4022,12833,19976
ZBTB42|100128927,675,564,361,5183,6127,5669
ZBTB43|23099,1562,1546,1398,2545,2622,2652
ZBTB44|29068,7055,6844,7823,8928,7212,10933
ZBTB45|84878,863,828,409,1259,2614,1258
ZBTB46|140685,925,1644,840,5648,825,821
ZBTB47|92999,7074,5072,2268,1821,3064,1718
ZBTB48|3104,722,898,505,2133,1714,1544
ZBTB49|166793,417,258,194,632,305,449
ZBTB4|57659,28933,17592,15351,11614,17461,15439
ZBTB5|9925,1411,1125,1188,2856,2922,2259
ZBTB6|10773,991,1278,1252,1508,2899,2726
ZBTB7A|51341,4586,4278,2354,9566,5612,4706
ZBTB7B|51043,6399,4641,3335,7493,26450,28397
ZBTB7C|201501,817,1674,649,834,3251,170
ZBTB8A|653121,1867,1824,2290,3012,2411,3360
ZBTB8B|728116,3,5,2,13,17,10
ZBTB8OS|339487,1175,1017,631,1441,1629,1385
ZBTB9|221504,746,775,396,2765,2621,1776
ZC3H10|84872,798,992,506,809,1376,873
ZC3H11A|9877,17528,17525,19936,18831,29800,51131
ZC3H12A|80149,730,513,467,2229,501,1763
ZC3H12B|340554,303,266,270,285,254,226
ZC3H12C|85463,2930,1964,2671,779,501,246
ZC3H12D|340152,80,102,26,31,39,18
ZC3H13|23091,11671,8615,7689,20274,9793,12670
ZC3H14|79882,5705,4449,4980,12667,8717,8536
ZC3H15|55854,5699,5168,4310,10571,8048,7339
ZC3H18|124245,3345,2788,1360,6022,2422,1446
ZC3H3|23144,1079,1366,882,9342,2449,1873
ZC3H4|23211,3220,3586,1954,6673,6082,6271
ZC3H6|376940,2660,2399,2717,3479,2350,2122
ZC3H7A|29066,6211,5201,5576,4708,5038,8372
ZC3H7B|23264,15439,11395,7404,22848,7043,12526
ZC3H8|84524,328,293,402,1063,529,625
ZC3HAV1L|92092,286,286,334,956,344,227
ZC3HAV1|56829,6597,7579,6184,12762,8713,6884
ZC3HC1|51530,1438,1517,1284,2284,2586,870
ZC4H2|55906,775,689,568,158,784,552
ZCCHC10|54819,846,1193,894,1352,2960,1938
ZCCHC11|23318,2948,2558,3421,4515,887,2093
ZCCHC12|170261,151,14,7,31,13,2
ZCCHC13|389874,0,0,0,0,0,0
ZCCHC14|23174,3500,4703,3970,8232,2896,2729
ZCCHC16|340595,42,34,29,45,39,39
ZCCHC17|51538,3143,2523,1868,4979,3757,4153
ZCCHC18|644353,17,51,33,30,42,10
ZCCHC24|219654,22740,21372,9949,3004,7319,3686
ZCCHC2|54877,2596,2877,2401,3144,2582,2212
ZCCHC3|85364,1936,1818,1484,2948,3148,2059
ZCCHC4|29063,1015,678,747,1681,976,992
ZCCHC5|203430,12,54,4,28,16,4
ZCCHC6|79670,3346,3115,2944,3800,4818,6655
ZCCHC7|84186,1793,1531,1367,3520,3042,3185
ZCCHC8|55596,1386,1699,1595,2929,2107,3294
ZCCHC9|84240,1481,1426,1166,2031,2028,895
ZCRB1|85437,5981,3525,3778,8717,5115,5481
ZCWPW1|55063,811,653,570,369,414,473
ZCWPW2|152098,176,107,221,257,165,333
ZDBF2|57683,1727,1459,1916,948,315,434
ZDHHC11|79844,213,553,203,2243,708,924
ZDHHC12|84885,1339,1288,768,1508,3588,1734
ZDHHC13|54503,364,799,394,3446,1178,1807
ZDHHC14|79683,510,772,542,1168,1752,1200
ZDHHC15|158866,510,511,464,258,318,262
ZDHHC16|84287,1667,2011,1282,4790,5241,5227
ZDHHC17|23390,3951,3931,5159,3850,2528,2667
ZDHHC18|84243,5222,3988,2227,3222,2941,1716
ZDHHC19|131540,5,0,0,11,1,6
ZDHHC1|29800,1061,979,560,1069,870,943
ZDHHC20|253832,763,1194,824,1197,1513,1707
ZDHHC21|340481,751,590,889,1359,1287,1487
ZDHHC22|283576,0,2,0,6,1,8
ZDHHC23|254887,251,291,197,1783,1152,666
ZDHHC24|254359,1079,999,427,1412,2149,939
ZDHHC2|51201,2942,2558,3413,2251,993,306
ZDHHC3|51304,11996,9356,7327,10236,11541,5582
ZDHHC4|55146,4252,3528,3769,5538,6386,2625
ZDHHC5|25921,9842,8745,7376,18267,12539,15623
ZDHHC6|64429,2495,2782,2053,4433,5682,4861
ZDHHC7|55625,6814,8090,3771,11734,5588,4060
ZDHHC8P1|150244,87,75,92,592,162,169
ZDHHC8|29801,2915,2625,1838,4216,1646,1442
ZDHHC9|51114,4736,4444,3188,6673,8326,4667
ZEB1|6935,11870,11900,10913,4485,3997,2534
ZEB2|9839,22554,20889,16494,3533,3708,1370
ZER1|10444,8710,6754,5124,6647,10301,7667
ZFAND1|79752,2496,2394,3548,4995,2272,2864
ZFAND2A|90637,892,577,593,1124,821,525
ZFAND2B|130617,1901,1528,803,1565,2142,1603
ZFAND3|60685,10992,8782,5745,13399,9863,9432
ZFAND5|7763,37020,27751,35039,11169,18549,13399
ZFAND6|54469,6338,6747,6460,7039,10163,11174
ZFATAS|594840,4,0,5,6,0,0
ZFAT|57623,1491,954,438,3684,1436,1280
ZFC3H1|196441,3863,3773,3940,5756,2941,5645
ZFHX3|463,6395,6417,3619,6947,3736,4162
ZFHX4|79776,5093,4729,4939,1354,2159,714
ZFP106|64397,45773,25221,37247,6741,9349,14426
ZFP112|7771,376,466,362,1327,1521,1156
ZFP14|57677,933,1032,933,3039,2123,2266
ZFP161|7541,2326,1785,1964,2247,2090,3476
ZFP1|162239,839,761,940,1773,803,757
ZFP28|140612,1082,755,918,849,1358,1014
ZFP2|80108,311,234,309,734,561,372
ZFP30|22835,824,825,911,2862,1695,2112
ZFP36L1|677,49249,40918,33406,22284,44701,20816
ZFP36L2|678,55639,53463,23665,13664,73228,8284
ZFP36|7538,120703,29077,52788,4510,6884,4934
ZFP37|7539,254,296,319,137,445,673
ZFP3|124961,1248,871,1022,1746,2250,1985
ZFP41|286128,1139,884,752,6715,1947,1295
ZFP42|132625,103,96,121,230,151,157
ZFP57|346171,12,156,71,16,1027,35
ZFP62|643836,1457,1450,1410,3578,5254,4787
ZFP64|55734,1386,1279,743,9897,2629,2155
ZFP82|284406,362,586,296,1217,1040,380
ZFP90|146198,3330,2559,2870,3244,2464,2249
ZFP91-CNTF|386607,1275,724,701,932,658,1103
ZFP91|80829,11699,9676,9382,10931,9594,12208
ZFP92|139735,76,30,21,93,26,8
ZFPL1|7542,2197,2044,1161,2575,3862,2567
ZFPM1|161882,182,190,90,1018,469,386
ZFPM2|23414,2674,2425,2631,620,753,343
ZFR2|23217,10,15,6,35,267,529
ZFR|51663,13263,11114,9862,16224,10933,14394
ZFX|7543,4810,4240,4789,7517,5352,7278
ZFYVE16|9765,4249,5079,4794,8406,7073,9959
ZFYVE19|84936,1405,1424,895,1136,2738,3177
ZFYVE1|53349,4633,3901,2892,4272,5835,4712
ZFYVE20|64145,6588,4882,4530,4238,6091,4455
ZFYVE21|79038,6979,5559,4472,6506,8555,4999
ZFYVE26|23503,5538,5343,3987,5009,6788,4832
ZFYVE27|118813,1522,1470,985,3497,2156,2928
ZFYVE28|57732,692,594,311,2667,462,731
ZFYVE9|9372,5734,4261,4481,8165,1072,2165
ZFY|7544,102,80,74,181,108,147
ZG16B|124220,48,44,14,2880,15880,10965
ZG16|653808,6,0,0,69,0,0
ZGLP1|100125288,32,60,13,64,145,95
ZGPAT|84619,1444,1399,419,7174,2954,1313
ZHX1|11244,9261,5807,8812,9254,4722,9875
ZHX2|22882,3501,3460,2661,5780,6106,6923
ZHX3|23051,9077,6863,6577,5330,4157,5047
ZIC1|7545,0,0,0,16,10,11
ZIC2|7546,12,16,15,1369,87,28
ZIC3|7547,0,0,0,2,0,2
ZIC4|84107,5,30,3,0,14,14
ZIC5|85416,2,14,0,657,0,2
ZIK1|284307,385,221,242,512,848,313
ZIM2|23619,81,9,69,66,42,15
ZIM3|114026,42,25,30,62,34,21
ZKSCAN1|7586,5314,4458,4530,11440,10259,8557
ZKSCAN2|342357,1081,570,669,1686,1097,1023
ZKSCAN3|80317,423,366,232,877,484,577
ZKSCAN4|387032,452,580,238,1022,692,596
ZKSCAN5|23660,1288,1384,1012,3177,3172,1131
ZMAT1|84460,2405,1640,3062,3112,1944,3562
ZMAT2|153527,8972,7863,4600,13166,15457,6953
ZMAT3|64393,1083,779,640,957,1381,948
ZMAT4|79698,2,2,0,7,17,8
ZMAT5|55954,1205,1136,720,1405,1306,1938
ZMIZ1|57178,14826,15854,10275,35537,18753,23233
ZMIZ2|83637,4845,4212,2950,13368,10694,11712
ZMPSTE24|10269,5603,6722,4436,14359,15715,12962
ZMYM1|79830,900,1158,1383,2188,1890,2460
ZMYM2|7750,7078,6361,6394,10721,11835,16152
ZMYM3|9203,3248,3038,2649,4947,7410,5597
ZMYM4|9202,6893,6042,6620,12696,10536,13718
ZMYM5|9205,1307,1075,1564,1700,1443,2107
ZMYM6|9204,1919,1847,1933,3571,2359,3652
ZMYND10|51364,43,50,15,261,4064,3776
ZMYND11|10771,13382,10644,9388,28010,15406,24717
ZMYND12|84217,241,164,216,504,697,404
ZMYND15|84225,205,155,69,149,335,355
ZMYND17|118490,530,625,728,889,774,744
ZMYND19|116225,561,734,237,1214,1615,1143
ZMYND8|23613,4263,3327,3205,4549,6782,6898
ZNF100|163227,650,854,563,609,1987,2682
ZNF101|94039,387,418,363,765,791,828
ZNF107|51427,773,706,614,4339,3199,6927
ZNF10|7556,448,454,510,1325,908,1006
ZNF114|163071,279,325,219,375,331,354
ZNF117|51351,14271,7210,20235,12628,10816,20253
ZNF121|7675,340,207,272,725,468,655
ZNF124|7678,228,267,166,478,470,575
ZNF12|7559,2129,2325,2522,7565,6065,2368
ZNF131|7690,1673,1872,1600,3793,4133,3645
ZNF132|7691,603,546,593,317,458,852
ZNF133|7692,1452,1360,633,1235,2001,1177
ZNF134|7693,997,624,832,1977,2706,1830
ZNF135|7694,713,513,697,2731,1939,1820
ZNF136|7695,1007,900,1096,2236,2125,1696
ZNF137|7696,206,239,260,673,455,492
ZNF138|7697,645,365,552,2001,1920,3127
